Time,"Engine speed","Manifold pressure","Air mass measured","Air mass calculated","Periodic air mass","Lambda actual value group 1","Lambda actual value group 2","Additive mixture adaptation idle bank 1","Additive mixture adaptation idle bank 2","Multiplicative mixture adaptation low load bank 1","Multiplicative mixture adaptation low load bank 2","Throttle valve setpoint","Current throttle angle","Idle target speed","Opening angle of the EGR valve","Duty cycle: air damper","DISA1 PWM (large / upper flap)","DISA2 PWM (small / lower flap)","Uneven running of cylinder 1","Uneven running cylinder 2","Uneven running cylinder 3","Uneven running cylinder 4","Number of misfires over life, cylinder 1","Number of misfires over life, cylinder 2","Number of misfires over life, cylinder 3","Number of misfires over life, cylinder 4","Intake air temperature","Temperature before throttle valve","Leakage air adaptation actual value","Fuel pressure upstream of quantity control valve","Current multiplicative mixture adaptation Bank 1 from lambda adaptation","Current multiplicative mixture adaptation Bank 2 from lambda adaptation","Long-term adaptation Bank 1","Long-term adaptation Bank 2","Multiplicative mixture adaptation high load bank 1","Multiplicative mixture adaptation high load bank 2","Multiplicative mixture adaptation including long-term adaptation Bank 1","Multiplicative mixture adaptation including long-term adaptation Bank 2","NOx sensor system adaptation value","Number of completed NOX sensor system adaptations","Number of completed NOx sensor system adaptations","Mileage at last NOx sensor system adaptation"
0.010,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0,0,0,0,0,0,0,0,0,0,0,0
0.010,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0,0,0,0,0,0,0,0,0,0,0
0.010,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0,0,0,0,0,0,0,0,0,0
0.011,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0
0.011,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0
0.011,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0
0.012,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0
0.012,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0
0.012,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0
0.012,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0
0.012,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0,0
0.013,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0
0.013,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.024,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.024,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.025,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.025,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.025,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.026,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.026,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.027,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.027,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.028,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.028,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.028,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.029,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.029,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.030,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.030,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.030,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.031,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.031,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.032,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.032,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.032,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.033,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.033,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.034,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.034,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.034,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.034,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.035,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.035,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.035,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.035,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.036,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.036,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.036,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.037,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.037,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.037,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
4.037,0.00,1.02,0.00,0.00,0.00,1.00,1.00,1.00,1.00,-4.08,-4.08,3.73,5.00,750.00,0.78,5.08,15.00,15.00,0.00,0.00,0.00,0.00,19952.00,14823.00,26781.00,65535.00,36.00,36.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709.00,0.00,0.00
